city,date,fare,ride_id
North Jasmine,2/10/19 20:19,31.38,5739410000000
Raymondhaven,4/15/19 12:15,6.74,5739410000000
Port Johnbury,3/25/19 2:17,41.61,5739410000000
North Barbara,1/17/19 18:14,18.27,5739410000000
New Kimberlyborough,1/27/19 14:49,23.09,5739410000000
Carriemouth,2/26/19 5:24,19.05,5739410000000
West Samuelburgh,2/5/19 21:02,31.94,5739410000000
Martinezhaven,2/17/19 21:48,34.27,5739410000000
North Barbara,4/30/19 5:22,28.89,5739410000000
Valentineton,2/8/19 19:05,36.23,5739410000000
West Robert,2/9/19 5:16,26.1,5739410000000
Roberthaven,4/7/19 16:53,13.4,5739410000000
West Gabriel,4/20/19 5:31,23.69,5739410000000
Karenberg,2/18/19 19:28,44.08,5739410000000
Rogerston,3/8/19 3:46,17.81,5739410000000
West Angela,1/12/19 1:55,20.46,5739410000000
New Kimberlyborough,4/1/19 12:09,10.76,5739410000000
Justinberg,2/20/19 15:05,31.31,5739410000000
South Michelleport,1/2/19 0:56,37.34,5739410000000
South Evanton,1/11/19 11:02,39.99,5739410000000
Johnton,4/11/19 13:41,33.12,5739410000000
Grahamburgh,4/3/19 13:27,5.09,5739410000000
Rogerston,2/16/19 2:04,20.64,5739410000000
South Karenland,4/21/19 11:42,7.44,5739410000000
North Barbara,3/8/19 9:24,29.15,5739410000000
Jerryton,3/20/19 1:28,15.37,5739410000000
West Christopherberg,4/25/19 6:22,35.39,5739410000000
South Jack,2/13/19 9:20,32.64,5739410000000
Port Samanthamouth,1/28/19 23:59,15.49,5739410000000
New Paulton,3/29/19 19:12,43.79,5739410000000
Carriemouth,4/18/19 17:01,37.63,5739410000000
North Jasmine,2/27/19 1:34,35.31,5739410000000
Rogerston,1/16/19 8:38,31.34,5739410000000
Port David,2/3/19 1:11,21.2,5739410000000
Williamsview,4/11/19 20:41,33.68,5739410000000
South Evanton,4/26/19 4:37,42.99,5739410000000
South Evanton,3/25/19 15:50,23.48,5739410000000
Port David,4/7/19 23:44,39.51,5739410000000
West Christopherberg,2/8/19 23:04,14.22,5739410000000
New Paulton,3/19/19 23:42,40.2,5739410000000
Leahton,2/4/19 8:07,15.37,5739410000000
Valentineton,4/28/19 9:10,5.73,5739410000000
Port David,3/14/19 9:28,9.22,5739410000000
West Robert,2/12/19 1:20,14.8,5739410000000
Valentineton,1/2/19 1:46,34.79,5739410000000
Port Johnbury,2/20/19 4:27,27.1,5739410000000
Richardfort,3/4/19 22:13,14.83,5739410000000
Karenberg,1/8/19 13:51,9.5,5739410000000
West Robert,3/14/19 15:25,18.28,5739410000000
New Paulville,2/15/19 23:58,28.18,5739410000000
West Patrickchester,5/3/19 1:24,44.85,5739410000000
Loganberg,4/3/19 9:30,5.16,5739410000000
Pattyland,5/2/19 20:17,4.23,5739410000000
West Christopherberg,2/20/19 15:23,26.9,5739410000000
Leahton,2/5/19 18:06,8.38,5739410000000
Richardfort,3/28/19 19:33,7.75,5739410000000
West Anthony,3/11/19 12:23,41.37,5739410000000
East Kaylahaven,4/17/19 0:28,41.19,5739410000000
Williamsstad,4/1/19 17:37,16.83,5739410000000
South Phillip,2/12/19 22:04,23.69,5739410000000
West Samuelburgh,1/18/19 10:57,16.96,5739410000000
Royland,3/24/19 10:24,10.05,5739410000000
Justinberg,1/24/19 10:16,8.83,5739410000000
Karenberg,1/30/19 10:51,8.79,5739410000000
North Markport,4/9/19 14:55,20.23,5739410000000
Roberthaven,3/17/19 14:48,26.71,5739410000000
Royland,1/11/19 14:23,43.07,5739410000000
Hurleymouth,1/31/19 2:49,19.23,5739410000000
Roberthaven,4/22/19 4:12,31.29,5739410000000
Grahamburgh,3/16/19 10:03,30.66,5739410000000
Johnton,4/26/19 17:02,4.63,5739410000000
Huntermouth,5/7/19 8:47,25.83,5739410000000
Pattyland,3/19/19 20:41,18.17,5739410000000
West Robert,4/16/19 16:16,25.65,5739410000000
Leahton,4/13/19 10:54,18.25,5739410000000
Port Frank,4/18/19 0:39,33.73,5739410000000
Port Frank,2/28/19 7:39,33.83,5739410000000
West Josephberg,3/8/19 21:57,9.54,5739410000000
Grahamburgh,2/8/19 13:28,10.63,5739410000000
Williamsstad,5/6/19 19:34,26.43,5739410000000
North Barbara,3/27/19 9:44,33.4,5739410000000
South Phillip,4/17/19 18:42,42.3,5739410000000
Erikaland,2/5/19 4:51,14.13,5739410000000
Port Samanthamouth,1/19/19 19:54,38.58,5739410000000
North Jasmine,4/21/19 15:15,5.31,5739410000000
West Gabriel,4/27/19 0:34,37.74,5739410000000
Rodneyfort,2/6/19 11:01,27.87,5739410000000
New Paulton,4/27/19 23:26,19.06,5739410000000
Hurleymouth,4/22/19 2:31,9.14,5739410000000
South Phillip,3/2/19 7:23,30.62,5739410000000
West Ericstad,1/25/19 20:18,23.27,5739410000000
Port Samanthamouth,3/20/19 5:48,36.7,5739410000000
West Josephberg,1/17/19 5:32,7.87,5739410000000
Port Angela,3/10/19 19:24,43.18,5739410000000
West Gabriel,4/25/19 14:28,10.86,5739410000000
Hurleymouth,2/15/19 2:10,42.61,5739410000000
Jerryton,4/18/19 6:08,42.8,5739410000000
Lake Danielberg,2/9/19 19:09,10.62,5739410000000
South Phillip,1/14/19 18:26,41.66,5739410000000
West Robert,3/28/19 15:00,35.88,5739410000000
New Kimberlyborough,4/28/19 12:48,33.35,5739410000000
New Paulville,5/2/19 18:20,12.08,5739410000000
West Josephberg,4/30/19 14:45,40.08,5739410000000
Erikaland,3/17/19 16:51,39.58,5739410000000
North Madeline,4/8/19 20:26,25.79,5739410000000
West Heidi,4/6/19 21:40,23.41,5739410000000
Reynoldsfurt,2/2/19 2:52,29.07,5739410000000
South Latoya,1/18/19 6:04,5.69,5739410000000
Amandaburgh,3/7/19 2:26,18.76,5739410000000
West Josephberg,1/20/19 1:27,38.39,5739410000000
Lake Jonathanshire,1/29/19 0:19,41.05,5739410000000
West Anthony,4/18/19 23:10,31.16,5739410000000
Raymondhaven,4/6/19 13:52,30.36,5739410000000
Hurleymouth,1/11/19 12:59,37.44,5739410000000
Roberthaven,1/28/19 10:23,21.72,5739410000000
New Paulville,4/29/19 23:05,14.59,5739410000000
Robertport,3/26/19 22:47,13.34,5739410000000
Port Frank,1/19/19 13:08,4.86,5739410000000
Rogerston,3/26/19 4:27,13.97,5739410000000
Liumouth,1/16/19 21:55,6.02,5739410000000
Lake Danielberg,1/21/19 12:52,14.09,5739410000000
West Josephberg,3/21/19 15:44,6.13,5739410000000
Leahton,1/15/19 2:30,21.95,5739410000000
Huntermouth,4/3/19 7:02,29.88,5739410000000
Lake Danielberg,5/3/19 15:35,19.97,5739410000000
Loganberg,2/21/19 13:09,7.49,5739410000000
North Madeline,2/16/19 15:06,37.75,5739410000000
Hurleymouth,4/9/19 9:17,20.31,5739410000000
Port Johnbury,3/30/19 20:43,19.48,5739410000000
Royland,5/7/19 14:58,36.22,5739410000000
Richardfort,2/14/19 3:27,44.11,5739410000000
Johnton,1/25/19 13:17,28.14,5739410000000
North Jason,4/12/19 6:19,33.12,5739410000000
South Phillip,1/5/19 17:50,41.55,5739410000000
Reynoldsfurt,1/21/19 16:07,25.19,5739410000000
West Ericstad,4/12/19 12:08,27.69,5739410000000
Richardfort,4/27/19 11:59,30.31,5739410000000
West Heidi,4/22/19 0:38,8.89,5739410000000
Johnton,3/4/19 10:30,36.76,5739410000000
West Angela,1/2/19 9:28,19.81,5739410000000
Leahton,2/28/19 20:02,31.01,5739410000000
Johnton,4/11/19 14:40,16.63,5739410000000
Port David,1/21/19 2:29,32.92,5739410000000
New Kimberlyborough,4/1/19 4:31,35.11,5739410000000
Port Frank,2/26/19 5:03,25.18,5739410000000
Barajasview,1/24/19 5:58,9.21,5739410000000
South Phillip,4/21/19 10:31,32.85,5739410000000
North Jasmine,4/3/19 13:15,19.66,5739410000000
New Kimberlyborough,3/13/19 9:48,14.84,5739410000000
North Jasmine,1/5/19 16:39,26.72,5739410000000
Reynoldsfurt,2/13/19 10:29,7.43,5739410000000
North Barbara,5/5/19 15:15,38.15,5739410000000
South Karenland,4/23/19 9:19,12.34,5739410000000
North Jasmine,4/17/19 7:34,22.41,5739410000000
East Kaylahaven,2/16/19 21:02,34.42,5739410000000
West Samuelburgh,3/7/19 20:34,34.22,5739410000000
Richardfort,3/3/19 11:57,11.42,5739410000000
West Heidi,2/19/19 21:08,7.64,5739410000000
Raymondhaven,5/8/19 4:39,18.45,5739410000000
North Markport,4/29/19 11:39,19.8,5739410000000
New Paulton,2/17/19 8:20,37.44,5739410000000
Karenside,1/25/19 3:33,19.6,5739410000000
South Jack,3/3/19 9:00,29.88,5739410000000
South Michelleport,1/20/19 5:30,34.72,5739410000000
North Jason,4/1/19 14:43,40.45,5739410000000
Joneschester,1/26/19 19:19,13.77,5739410000000
Amandaburgh,1/2/19 9:57,33.06,5739410000000
North Jason,3/28/19 18:03,42.75,5739410000000
Roberthaven,1/28/19 22:09,28.11,5739410000000
South Karenland,2/13/19 3:55,24.16,5739410000000
Rogerston,1/23/19 18:16,21.64,5739410000000
Robertport,2/14/19 4:42,18.38,5739410000000
West Samuelburgh,1/6/19 13:23,11.01,5739410000000
New Paulton,4/6/19 16:21,38.8,5739410000000
Port Johnbury,4/12/19 3:43,8.42,5739410000000
South Karenland,5/3/19 16:09,19.69,5739410000000
Liumouth,3/22/19 20:35,39.96,5739410000000
South Evanton,4/29/19 13:54,5.16,5739410000000
Huntermouth,4/20/19 9:38,23.65,5739410000000
Simpsonburgh,4/26/19 22:20,29.22,5739410000000
Valentineton,2/17/19 5:51,21.74,5739410000000
Deanville,1/12/19 7:32,39.45,5739410000000
South Karenland,4/27/19 16:20,6.62,5739410000000
Lake Jonathanshire,3/22/19 14:33,18.72,5739410000000
East Kaylahaven,3/1/19 15:07,23.45,5739410000000
Port David,4/12/19 5:32,35.51,5739410000000
West Gabriel,1/30/19 15:37,25.64,5739410000000
South Evanton,2/13/19 16:46,44.33,5739410000000
Richardfort,1/13/19 10:08,25.81,5739410000000
North Madeline,4/4/19 6:42,25.38,5739410000000
South Evanton,4/6/19 16:41,9.3,5739410000000
Royland,2/18/19 2:03,8.32,5739410000000
Hurleymouth,1/7/19 15:53,20.01,5739410000000
West Anthony,4/8/19 6:21,20.83,5739410000000
Martinezhaven,2/14/19 2:51,27.16,5739410000000
North Jasmine,1/21/19 21:00,33.06,5739410000000
Carriemouth,4/15/19 8:00,40.03,5739410000000
Lake Scottton,1/21/19 4:20,21.81,5739410000000
Hurleymouth,1/17/19 17:07,24.86,5739410000000
North Barbara,3/17/19 17:07,6.12,5739410000000
Royland,4/23/19 1:14,40.39,5739410000000
North Jason,1/12/19 19:19,9.97,5739410000000
West Ericstad,1/27/19 4:30,29.05,5739410000000
Joneschester,3/13/19 6:10,27.79,5739410000000
North Madeline,5/3/19 0:07,16.44,5739410000000
Loganberg,2/18/19 11:58,23.98,5739410000000
West Patrickchester,4/7/19 17:41,33.9,5739410000000
Justinberg,4/4/19 23:19,19.38,5739410000000
Lake Jonathanshire,4/16/19 20:26,32.47,5739410000000
Karenside,3/4/19 20:36,25.21,5739410000000
North Madeline,2/4/19 18:56,9.84,5739410000000
West Josephberg,3/30/19 1:27,25.19,5739410000000
West Christopherberg,5/1/19 12:39,39.8,5739410000000
Lake Scottton,4/19/19 21:32,37.67,5739410000000
Simpsonburgh,5/4/19 11:41,33.11,5739410000000
South Karenland,1/23/19 5:56,22.54,5739410000000
South Evanton,2/26/19 6:48,7.81,5739410000000
New Paulville,1/2/19 20:52,33.08,5739410000000
Carriemouth,3/8/19 9:53,37.81,5739410000000
North Madeline,3/1/19 4:34,20.8,5739410000000
West Heidi,1/17/19 9:28,24.19,5739410000000
Amandaburgh,1/13/19 16:04,23.35,5739410000000
Valentineton,3/6/19 4:48,38.88,5739410000000
South Phillip,3/23/19 16:36,40.07,5739410000000
West Angela,2/22/19 4:05,23.09,5739410000000
Erikaland,4/25/19 11:18,34.05,5739410000000
Loganberg,4/23/19 9:19,32.4,5739410000000
West Heidi,1/1/19 5:23,10.75,5739410000000
South Michelleport,1/27/19 13:10,30.16,5739410000000
Christopherfurt,3/15/19 10:22,34.09,5739410000000
North Markport,4/6/19 2:16,18.15,5739410000000
West Anthony,2/10/19 9:16,38.54,5739410000000
South Phillip,4/16/19 22:02,24.63,5739410000000
South Phillip,1/7/19 2:17,6.54,5739410000000
Williamsview,3/2/19 22:23,25.15,5739410000000
Port Frank,1/5/19 18:22,35.35,5739410000000
West Angela,3/18/19 15:57,13.06,5739410000000
Liumouth,4/14/19 14:58,25.28,5739410000000
Port Frank,5/3/19 20:22,21.11,5739410000000
Jerryton,3/4/19 14:14,22.91,5739410000000
Richardfort,3/6/19 12:53,8.28,5739410000000
Lake Danielberg,1/14/19 22:04,24.14,5739410000000
South Evanton,1/17/19 2:00,34.55,5739410000000
Williamsview,1/25/19 0:47,41.17,5739410000000
South Jack,1/29/19 20:13,43.12,5739410000000
Justinberg,2/13/19 23:56,10.18,5739410000000
Liumouth,4/29/19 6:57,23.99,5739410000000
South Jack,1/9/19 20:31,21.13,5739410000000
South Michelleport,3/29/19 8:33,11.06,5739410000000
Hurleymouth,2/23/19 1:34,31.97,5739410000000
West Samuelburgh,2/22/19 22:11,17.35,5739410000000
North Barbara,4/9/19 17:12,6.68,5739410000000
Royland,1/20/19 12:13,6.66,5739410000000
Lake Scottton,4/8/19 11:19,44.03,5739410000000
Raymondhaven,4/30/19 19:54,29.84,5739410000000
Lake Scottton,5/8/19 13:10,18.04,5739410000000
Martinezhaven,5/7/19 5:55,6.89,5739410000000
Lake Scottton,2/8/19 17:29,34.95,5739410000000
Richardfort,2/5/19 16:12,42.22,5739410000000
West Josephberg,4/11/19 3:53,18.65,5739410000000
New Paulville,3/5/19 15:43,23.75,5739410000000
South Phillip,5/7/19 2:52,36.51,5739410000000
South Karenland,3/22/19 4:17,15.54,5739410000000
Valentineton,1/22/19 2:15,17.74,5739410000000
South Evanton,5/7/19 12:30,34.03,5739410000000
Pattyland,4/19/19 12:57,4.55,5739410000000
Port Samanthamouth,3/15/19 9:03,5.62,5739410000000
East Kaylahaven,1/11/19 10:41,8.02,5739410000000
North Madeline,2/27/19 11:42,36.87,5739410000000
Richardfort,4/4/19 15:04,16.35,5739410000000
South Michelleport,2/11/19 8:12,28.03,5739410000000
Port Johnbury,1/21/19 5:10,32.68,5739410000000
Liumouth,1/18/19 15:26,20.68,5739410000000
South Evanton,4/8/19 1:01,5.62,5739410000000
Richardfort,3/5/19 16:00,4.85,5739410000000
New Jacobville,2/7/19 11:07,26.09,5739410000000
East Kaylahaven,2/4/19 2:25,38.13,5739410000000
Williamsstad,1/20/19 18:47,18.79,5739410000000
Lake Jonathanshire,4/11/19 19:49,25.92,5739410000000
Port Samanthamouth,4/25/19 3:29,9.44,5739410000000
South Karenland,3/30/19 1:56,20.21,5739410000000
West Christopherberg,3/10/19 22:42,7.98,5739410000000
Lake Scottton,3/29/19 13:33,35.36,5739410000000
East Kaylahaven,1/24/19 16:52,31.4,5739410000000
Raymondhaven,4/4/19 6:46,41.45,5739410000000
Port Frank,3/19/19 15:21,22.63,5739410000000
New Paulville,4/24/19 2:25,13.32,5739410000000
Karenberg,4/30/19 21:38,5.7,5739410000000
Barajasview,3/24/19 6:34,12.24,5739410000000
North Jason,2/10/19 6:34,25.36,5739410000000
Barajasview,4/18/19 8:44,12.35,5739410000000
New Kimberlyborough,4/3/19 20:23,33.74,5739410000000
West Samuelburgh,1/31/19 17:10,9.67,5739410000000
West Heidi,3/21/19 0:26,9.06,5739410000000
Port Frank,1/16/19 22:42,11.97,5739410000000
West Samuelburgh,4/8/19 12:38,14.52,5739410000000
West Gabriel,5/1/19 4:34,8.67,5739410000000
Loganberg,4/18/19 11:16,16.36,5739410000000
West Josephberg,5/7/19 10:11,29.66,5739410000000
South Michelleport,2/2/19 11:56,12.77,5739410000000
Christopherfurt,4/14/19 3:24,39.91,5739410000000
Justinberg,4/14/19 23:08,7.75,5739410000000
South Michelleport,3/12/19 9:06,25.1,5739410000000
West Angela,4/10/19 17:06,31.03,5739410000000
South Karenland,2/2/19 14:50,10.54,5739410000000
Carriemouth,5/4/19 10:28,41.54,5739410000000
Pattyland,1/9/19 8:20,41.04,5739410000000
West Samuelburgh,3/4/19 12:38,28.18,5739410000000
North Barbara,2/3/19 23:57,11.54,5739410000000
Jerryton,2/20/19 18:45,28.24,5739410000000
Leahton,3/6/19 20:26,14.87,5739410000000
North Jasmine,2/6/19 19:23,9.12,5739410000000
South Karenland,1/3/19 6:18,39.16,5739410000000
Grahamburgh,3/19/19 14:30,33.14,5739410000000
West Robert,3/29/19 4:22,17.53,5739410000000
Williamsview,2/18/19 2:31,18.75,5739410000000
Barajasview,1/4/19 9:32,12.25,5739410000000
Williamsview,1/1/19 14:40,5.42,5739410000000
West Ericstad,2/5/19 15:30,30.89,5739410000000
Lake Danielberg,1/5/19 17:44,28.79,5739410000000
Barajasview,3/29/19 1:02,29.55,5739410000000
Liumouth,3/3/19 5:13,26.6,5739410000000
West Patrickchester,3/6/19 0:02,31.33,5739410000000
Lake Scottton,1/13/19 13:34,24.81,5739410000000
Liumouth,1/4/19 21:06,34.77,5739410000000
Williamsstad,1/3/19 10:03,17.16,5739410000000
Lake Danielberg,2/4/19 17:32,24.49,5739410000000
Justinberg,2/28/19 21:39,14.4,5739410000000
Jerryton,3/7/19 5:24,15.82,5739410000000
New Jacobville,3/12/19 14:47,28.12,5739410000000
Loganberg,1/3/19 6:49,34.42,5739410000000
West Patrickchester,3/2/19 20:29,25.28,5739410000000
South Evanton,1/2/19 6:55,16.96,5739410000000
North Markport,5/4/19 15:30,28.93,5739410000000
Port Angela,4/2/19 22:13,25.84,5739410000000
Richardfort,4/14/19 11:56,43.01,5739410000000
Rogerston,1/27/19 19:45,13.4,5739410000000
East Kaylahaven,2/11/19 21:07,4.75,5739410000000
Raymondhaven,2/28/19 5:23,21.78,5739410000000
Loganberg,2/20/19 9:42,41.16,5739410000000
South Jack,2/17/19 9:55,18.08,5739410000000
West Ericstad,5/5/19 0:44,7.76,5739410000000
Port Frank,2/21/19 18:44,19.81,5739410000000
Simpsonburgh,1/23/19 20:35,39.95,5739410000000
Simpsonburgh,1/8/19 5:59,13.01,5739410000000
South Evanton,2/8/19 18:08,38.21,5739410000000
Loganberg,3/30/19 21:22,40.8,5739410000000
New Paulville,3/8/19 15:08,18.35,5739410000000
East Kaylahaven,4/30/19 8:22,37.41,5739410000000
West Gabriel,1/31/19 2:31,6.8,5739410000000
South Phillip,3/15/19 8:24,22.28,5739410000000
Richardfort,1/21/19 23:20,10.91,5739410000000
Williamsview,3/22/19 22:31,15.85,5739410000000
West Patrickchester,2/16/19 2:15,12.15,5739410000000
North Jason,5/7/19 20:05,24.2,5739410000000
Karenberg,4/13/19 5:14,23.73,5739410000000
East Kaylahaven,3/24/19 13:53,32.21,5739410000000
Lake Jonathanshire,4/9/19 21:41,15.96,5739410000000
Williamsstad,3/12/19 11:08,13.79,5739410000000
Deanville,1/28/19 3:13,31.65,5739410000000
South Latoya,2/25/19 23:06,25.87,5739410000000
South Karenland,2/26/19 13:01,38.05,5739410000000
Justinberg,1/27/19 7:35,28.41,5739410000000
South Michelleport,4/21/19 15:29,36.47,5739410000000
Lake Jonathanshire,1/16/19 9:27,26.27,5739410000000
Jerryton,3/25/19 12:14,9.64,5739410000000
Grahamburgh,2/23/19 14:58,41.98,5739410000000
South Karenland,2/26/19 20:40,35.61,5739410000000
Johnton,4/29/19 7:50,17.89,5739410000000
Justinberg,1/24/19 19:32,38.79,5739410000000
Grahamburgh,2/2/19 3:52,22.53,5739410000000
North Markport,1/17/19 11:37,8.68,5739410000000
Port Samanthamouth,1/1/19 21:04,11.71,5739410000000
West Angela,4/11/19 6:59,29.06,5739410000000
Port David,3/3/19 11:38,13.41,5739410000000
Christopherfurt,2/23/19 8:31,15.61,5739410000000
Lake Scottton,2/27/19 7:09,9.43,5739410000000
Valentineton,1/3/19 5:56,37.4,5739410000000
Jerryton,2/19/19 13:59,21.27,5739410000000
Reynoldsfurt,3/21/19 17:25,11.97,5739410000000
Hurleymouth,2/24/19 15:39,8.33,5739410000000
South Latoya,3/13/19 1:15,16.01,5739410000000
North Jasmine,3/21/19 18:31,39.02,5739410000000
Richardfort,3/16/19 23:00,21.39,5739410000000
Roberthaven,5/3/19 5:43,42.15,5739410000000
South Michelleport,1/5/19 5:57,39.9,5739410000000
Port Johnbury,1/15/19 18:45,40.32,5739410000000
Loganberg,1/31/19 15:03,20.36,5739410000000
Robertport,4/30/19 23:36,14.81,5739410000000
South Michelleport,2/27/19 2:00,10.4,5739410000000
New Jacobville,3/3/19 5:28,41.39,5739410000000
Martinezhaven,4/12/19 6:49,11.55,5739410000000
West Gabriel,4/8/19 21:34,13.31,5739410000000
South Jack,4/10/19 1:23,29.97,5739410000000
New Paulville,1/5/19 8:35,21.57,5739410000000
Royland,1/11/19 9:50,18.42,5739410000000
Roberthaven,1/15/19 21:25,30.42,5739410000000
Justinberg,3/12/19 16:33,24.41,5739410000000
West Angela,2/21/19 8:28,40.55,5739410000000
North Madeline,1/30/19 18:20,16.5,5739410000000
Port Angela,2/3/19 6:01,6.42,5739410000000
North Jason,3/30/19 6:31,12.04,5739410000000
West Patrickchester,4/18/19 11:41,29.12,5739410000000
North Jason,3/27/19 19:19,30.66,5739410000000
West Anthony,2/3/19 18:24,19.66,5739410000000
Liumouth,4/29/19 19:55,32.1,5739410000000
Martinezhaven,4/13/19 19:46,40.2,5739410000000
West Josephberg,1/12/19 12:45,5.77,5739410000000
Simpsonburgh,1/5/19 16:36,39.44,5739410000000
New Paulville,1/5/19 17:16,44.68,5739410000000
Christopherfurt,2/4/19 12:11,41.12,5739410000000
Johnton,3/15/19 21:16,30.27,5739410000000
South Jack,2/6/19 12:17,7.71,5739410000000
Joneschester,3/28/19 7:41,7.56,5739410000000
Lake Danielberg,2/23/19 13:51,9.25,5739410000000
Port Frank,1/18/19 11:45,19.98,5739410000000
Lake Jonathanshire,1/21/19 12:12,37.25,5739410000000
Rogerston,3/7/19 12:09,27.26,5739410000000
South Karenland,1/2/19 21:27,19.57,5739410000000
West Gabriel,1/15/19 18:25,11.71,5739410000000
West Gabriel,1/12/19 16:34,31.98,5739410000000
Robertport,3/17/19 22:50,14.61,5739410000000
West Christopherberg,4/3/19 12:01,33.03,5739410000000
Lake Scottton,4/2/19 21:10,43.2,5739410000000
West Christopherberg,2/7/19 1:24,10.91,5739410000000
West Anthony,4/18/19 8:11,11.2,5739410000000
Robertport,4/16/19 9:48,36.11,5739410000000
Erikaland,3/27/19 8:27,26.25,5739410000000
Williamsview,1/17/19 4:00,32.29,5739410000000
West Robert,1/30/19 11:32,43.02,5739410000000
Hurleymouth,2/6/19 0:10,32.93,5739410000000
New Paulton,2/21/19 2:37,27.56,5739410000000
Deanville,1/7/19 19:34,21.5,5739410000000
Karenside,1/12/19 1:28,37.73,5739410000000
New Paulton,3/12/19 13:53,38.26,5739410000000
Port Samanthamouth,4/9/19 20:55,24.99,5739410000000
South Phillip,5/3/19 11:43,8.3,5739410000000
Lake Danielberg,2/6/19 4:11,29.96,5739410000000
Martinezhaven,2/6/19 10:58,40.29,5739410000000
Pattyland,4/12/19 11:58,28.65,5739410000000
Port Johnbury,2/5/19 16:04,7.44,5739410000000
Richardfort,3/22/19 4:41,16.35,5739410000000
Valentineton,2/17/19 19:23,37.19,5739410000000
Rodneyfort,4/19/19 9:46,35.79,5739410000000
West Christopherberg,4/19/19 4:53,22.86,5739410000000
Valentineton,3/8/19 7:57,43.59,5739410000000
New Jacobville,2/21/19 8:59,40.05,5739410000000
Joneschester,5/5/19 2:00,21.74,5739410000000
Johnton,1/14/19 10:53,19.68,5739410000000
West Heidi,1/29/19 8:17,38.68,5739410000000
West Christopherberg,4/11/19 14:46,4.88,5739410000000
West Angela,3/17/19 9:42,23.45,5739410000000
South Evanton,1/9/19 15:10,40.73,5739410000000
West Gabriel,1/23/19 5:22,40.17,5739410000000
Carriemouth,4/5/19 2:03,38.17,5739410000000
West Ericstad,3/18/19 15:28,23.62,5739410000000
North Jasmine,4/22/19 15:53,6.49,5739410000000
Martinezhaven,4/30/19 0:42,36.07,5739410000000
West Gabriel,2/17/19 7:39,17.03,5739410000000
Liumouth,3/6/19 4:42,37.4,5739410000000
Roberthaven,5/2/19 21:36,21.8,5739410000000
West Angela,2/21/19 12:29,27.68,5739410000000
West Robert,2/1/19 11:37,30.94,5739410000000
Carriemouth,4/27/19 20:41,8.28,5739410000000
North Jason,1/8/19 23:32,10.74,5739410000000
West Angela,4/13/19 21:50,28.75,5739410000000
Reynoldsfurt,2/3/19 10:14,6.34,5739410000000
Lake Jonathanshire,4/11/19 21:32,22.48,5739410000000
New Kimberlyborough,2/5/19 11:23,18.02,5739410000000
Jerryton,3/23/19 8:27,37.89,5739410000000
Joneschester,3/4/19 18:00,41.65,5739410000000
Lake Jonathanshire,2/16/19 1:49,17.58,5739410000000
Richardfort,1/3/19 1:06,5.32,5739410000000
Deanville,1/29/19 21:11,25.39,5739410000000
Richardfort,3/29/19 15:16,37.76,5739410000000
Royland,3/23/19 12:21,13.7,5739410000000
Jerryton,4/20/19 18:57,29.84,5739410000000
Lake Jonathanshire,1/17/19 13:15,28.42,5739410000000
Karenberg,4/24/19 12:57,34.67,5739410000000
Joneschester,2/17/19 10:04,10.52,5739410000000
Rogerston,2/27/19 3:58,27.4,5739410000000
North Jason,1/11/19 5:08,19.64,5739410000000
Reynoldsfurt,4/11/19 23:49,38.35,5739410000000
Rogerston,1/26/19 14:42,11.13,5739410000000
Grahamburgh,3/11/19 8:09,34.53,5739410000000
Lake Jonathanshire,1/21/19 9:48,22.36,5739410000000
Lake Danielberg,3/5/19 23:23,44.77,5739410000000
Liumouth,1/30/19 8:51,22.9,5739410000000
West Gabriel,1/28/19 22:22,5.58,5739410000000
North Jason,1/24/19 1:46,40.15,5739410000000
West Robert,3/16/19 16:27,42.89,5739410000000
Huntermouth,1/24/19 17:07,42.36,5739410000000
Karenside,1/17/19 12:18,11.6,5739410000000
Karenberg,2/19/19 16:11,12.25,5739410000000
Amandaburgh,1/29/19 23:28,41.06,5739410000000
West Robert,2/18/19 11:51,44.97,5739410000000
Pattyland,1/12/19 20:07,17.85,5739410000000
West Robert,2/19/19 0:53,40.64,5739410000000
Lake Jonathanshire,2/23/19 6:10,26.63,5739410000000
Raymondhaven,3/31/19 14:58,7.67,5739410000000
New Kimberlyborough,4/24/19 2:21,37.73,5739410000000
North Jasmine,5/8/19 7:29,18.55,5739410000000
Reynoldsfurt,2/9/19 17:49,21.02,5739410000000
West Anthony,3/8/19 10:33,41.3,5739410000000
West Christopherberg,1/30/19 8:11,16.85,5739410000000
Erikaland,2/11/19 3:01,35.89,5739410000000
Port Samanthamouth,2/2/19 1:57,39.28,5739410000000
New Jacobville,4/30/19 11:44,5.6,5739410000000
Huntermouth,3/27/19 11:50,22.64,5739410000000
Joneschester,3/19/19 1:52,42.74,5739410000000
Port Frank,1/15/19 7:42,30.93,5739410000000
Leahton,3/3/19 1:24,43.44,5739410000000
Raymondhaven,2/7/19 16:19,38.67,5739410000000
South Latoya,4/22/19 12:29,27.54,5739410000000
West Ericstad,3/4/19 12:31,43.98,5739410000000
Liumouth,4/12/19 2:27,10.53,5739410000000
Port Johnbury,4/25/19 0:15,10.26,5739410000000
Robertport,4/18/19 6:58,24.48,5739410000000
South Michelleport,4/27/19 11:18,27.89,5739410000000
Grahamburgh,2/16/19 12:22,30.23,5739410000000
Liumouth,4/2/19 16:53,25.56,5739410000000
Grahamburgh,4/10/19 1:16,37.67,5739410000000
Rogerston,2/3/19 21:09,4.41,5739410000000
